id,rank,discipline,sex,salary
8604,Prof,A,Male,94350
8605,Prof,A,Male,100351
8606,Prof,A,Male,146800
8607,AsstProf,B,Male,84716
8608,AssocProf,B,Female,71065
8609,Prof,B,Male,67559
8610,Prof,B,Male,134550
8611,Prof,B,Male,135027
8612,Prof,B,Male,104428
8613,AssocProf,B,Male,95642
8614,AssocProf,B,Male,126431
8615,Prof,B,Female,161101
8616,Prof,B,Male,162221
8617,AsstProf,B,Male,84500
8618,Prof,B,Male,124714
8619,Prof,B,Male,151650
8620,AssocProf,B,Male,99247
8621,Prof,B,Male,134778
8622,Prof,B,Male,192253
8623,Prof,B,Male,116518
8624,Prof,B,Female,105450
8625,Prof,B,Male,145098
8626,AssocProf,B,Female,104542
8627,Prof,B,Male,151445
8628,Prof,B,Male,98053
8629,Prof,B,Male,145000
8630,Prof,B,Male,128464
8631,Prof,B,Male,137317
8632,Prof,B,Male,106231
8633,Prof,B,Female,124312
8634,Prof,B,Male,114596
8635,Prof,B,Male,162150
8636,Prof,B,Male,150376
8637,Prof,B,Male,107986
8638,Prof,B,Male,142023
8639,Prof,B,Male,128250
8640,AsstProf,B,Male,80139
8641,Prof,B,Male,144309
8642,Prof,B,Male,186960
8643,Prof,B,Male,93519
8644,Prof,B,Male,142500
8645,Prof,B,Male,138000
8646,AsstProf,B,Male,83600
8647,Prof,B,Male,145028
8648,Prof,A,Male,88709
8649,Prof,A,Male,107309
8650,Prof,A,Female,109954
8651,AsstProf,A,Male,78785
8652,Prof,A,Male,121946
8653,Prof,A,Female,109646
8654,Prof,A,Male,138771
8655,AssocProf,A,Male,81285
8656,Prof,A,Male,205500
8657,Prof,A,Male,101036
8658,Prof,A,Male,115435
8659,AssocProf,A,Male,108413
8660,Prof,A,Male,131950
8661,Prof,A,Male,134690
8662,AssocProf,A,Male,78182
8663,Prof,A,Male,110515
8664,Prof,A,Male,109707
8665,Prof,A,Male,136660
8666,Prof,A,Male,103275
8667,Prof,A,Male,103649
8668,AsstProf,A,Male,74856
8669,AsstProf,A,Male,77081
8670,Prof,A,Male,150680
8671,AssocProf,A,Male,104121
8672,AsstProf,A,Male,75996
8673,Prof,A,Male,172505
8674,AssocProf,A,Male,86895
8675,Prof,A,Male,105000
8676,Prof,A,Male,125192
8677,Prof,A,Male,114330
8678,Prof,A,Male,139219
8679,Prof,A,Male,109305
8680,Prof,A,Male,119450
8681,Prof,A,Male,186023
8682,Prof,A,Male,166605
8683,Prof,A,Male,151292
8684,Prof,A,Male,103106
8685,Prof,A,Male,150564
8686,Prof,A,Male,101738
8687,Prof,A,Male,95329
8688,AsstProf,A,Male,81035
8689,Prof,B,Male,139750
8690,Prof,B,Male,173200
8691,AsstProf,B,Male,79750
8692,Prof,B,Male,115000
8693,Prof,B,Male,141500
8694,AssocProf,B,Male,97000
8695,Prof,B,Male,175000
8696,Prof,B,Male,147765
8697,Prof,B,Male,119250
8698,Prof,B,Female,129000
8699,AssocProf,B,Male,119800
8700,AsstProf,B,Male,79800
8701,AsstProf,B,Male,77700
8702,AsstProf,B,Male,78000
8703,Prof,B,Male,104800
8704,Prof,B,Male,117150
8705,Prof,B,Male,101000
8706,Prof,A,Male,103450
8707,Prof,A,Male,124750
8708,Prof,A,Female,137000
8709,Prof,A,Male,89565
8710,Prof,A,Male,102580
8711,Prof,A,Male,93904
8712,Prof,A,Male,113068
8713,AssocProf,A,Female,74830
8714,Prof,A,Male,106294
8715,Prof,A,Male,134885
8716,AsstProf,B,Male,82379
8717,AsstProf,B,Male,77000
8718,Prof,B,Male,118223
8719,Prof,B,Male,132261
8720,AsstProf,B,Male,79916
8721,Prof,B,Male,117256
8722,AsstProf,B,Male,80225
8723,AsstProf,B,Female,80225
8724,AsstProf,B,Female,77000
8725,Prof,B,Male,155750
8726,AsstProf,B,Male,86373
8727,Prof,B,Male,125196
8728,AssocProf,B,Male,100938
8729,Prof,B,Male,146500
8730,AssocProf,B,Male,93418
8731,Prof,B,Male,101299
8732,Prof,B,Male,231545
8733,Prof,B,Male,94384
8734,Prof,B,Male,114778
8735,Prof,B,Male,98193
8736,Prof,B,Female,151768
8737,Prof,B,Female,140096
8738,AsstProf,B,Male,70768
8739,Prof,B,Male,126621
8740,Prof,B,Male,108875
8741,AsstProf,B,Female,74692
8742,Prof,B,Male,106639
8743,AssocProf,B,Male,103760
8744,AssocProf,B,Male,83900
8745,Prof,B,Male,117704
8746,AssocProf,B,Male,90215
8747,AssocProf,B,Male,100135
8748,AsstProf,B,Male,75044
8749,AssocProf,B,Male,90304
8750,AsstProf,B,Male,75243
8751,Prof,B,Male,109785
8752,AssocProf,B,Female,103613
8753,AsstProf,B,Male,68404
8754,AssocProf,B,Male,100522
8755,Prof,B,Male,101000
8756,Prof,B,Male,99418
8757,Prof,B,Female,111512
8758,Prof,B,Male,91412
8759,Prof,B,Male,126320
8760,Prof,B,Male,146856
8761,Prof,B,Male,100131
8762,Prof,B,Male,92391
8763,Prof,B,Male,113398
8764,AsstProf,B,Male,73266
8765,Prof,B,Male,150480
8766,Prof,B,Male,193000
8767,AsstProf,B,Male,86100
8768,AsstProf,B,Male,84240
8769,Prof,B,Male,150743
8770,Prof,B,Male,135585
8771,Prof,B,Male,144640
8772,AsstProf,B,Male,88825
8773,Prof,B,Female,122960
8774,Prof,B,Male,132825
8775,Prof,B,Male,152708
8776,AsstProf,B,Male,88400
8777,Prof,B,Male,172272
8778,AssocProf,B,Male,107008
8779,AsstProf,B,Female,97032
8780,AssocProf,B,Male,105128
8781,AssocProf,B,Male,105631
8782,Prof,B,Male,166024
8783,Prof,B,Male,123683
8784,AsstProf,B,Male,84000
8785,AssocProf,B,Male,95611
8786,Prof,B,Male,129676
8787,Prof,B,Male,102235
8788,Prof,B,Male,106689
8789,Prof,B,Male,133217
8790,Prof,B,Male,126933
8791,Prof,B,Male,153303
8792,Prof,B,Female,127512
8793,AssocProf,A,Male,83850
8794,Prof,A,Male,113543
8795,AssocProf,A,Male,82099
8796,AssocProf,A,Male,82600
8797,AssocProf,A,Male,81500
8798,Prof,A,Male,131205
8799,Prof,A,Male,112429
8800,AssocProf,A,Male,82100
8801,AsstProf,A,Male,72500
8802,Prof,A,Male,104279
8803,Prof,A,Female,105000
8804,Prof,A,Male,120806
8805,Prof,A,Male,148500
8806,Prof,A,Male,117515
8807,AsstProf,A,Male,72500
8808,AsstProf,A,Female,73500
8809,Prof,A,Male,115313
8810,Prof,A,Male,124309
8811,Prof,A,Male,97262
8812,AssocProf,A,Female,62884
8813,Prof,A,Male,96614
8814,Prof,A,Male,78162
8815,Prof,A,Male,155500
8816,AsstProf,A,Female,72500
8817,Prof,A,Male,113278
8818,AsstProf,A,Male,73000
8819,AssocProf,A,Male,83001
8820,Prof,A,Male,76840
8821,AssocProf,A,Female,77500
8822,AsstProf,A,Female,72500
8823,Prof,A,Male,168635
8824,Prof,A,Male,136000
8825,Prof,A,Male,108262
8826,Prof,A,Male,105668
8827,AssocProf,A,Male,73877
8828,Prof,A,Male,152664
8829,AssocProf,A,Male,100102
8830,AssocProf,A,Male,81500
8831,Prof,A,Male,106608
8832,AsstProf,B,Male,89942
8833,Prof,B,Male,112696
8834,Prof,B,Male,119015
8835,AsstProf,B,Male,92000
8836,Prof,B,Male,156938
8837,Prof,B,Female,144651
8838,AsstProf,B,Male,95079
8839,Prof,B,Male,128148
8840,AsstProf,B,Male,92000
8841,Prof,B,Male,111168
8842,AssocProf,B,Female,103994
8843,AsstProf,B,Male,92000
8844,Prof,B,Male,118971
8845,AssocProf,B,Male,113341
8846,AsstProf,B,Male,88000
8847,AssocProf,B,Male,95408
8848,Prof,B,Male,137167
8849,AsstProf,B,Male,89516
8850,Prof,B,Male,176500
8851,AssocProf,B,Male,98510
8852,AsstProf,B,Male,89942
8853,AsstProf,B,Male,88795
8854,Prof,B,Male,105890
8855,Prof,B,Male,167284
8856,Prof,B,Male,130664
8857,AssocProf,B,Male,101210
8858,Prof,B,Male,181257
8859,AsstProf,B,Male,91227
8860,Prof,B,Male,151575
8861,Prof,B,Male,93164
8862,Prof,B,Male,134185
8863,AssocProf,B,Male,105000
8864,Prof,B,Male,111751
8865,AssocProf,B,Male,95436
8866,AssocProf,B,Male,100944
8867,Prof,B,Male,147349
8868,AsstProf,B,Female,92000
8869,Prof,B,Male,142467
8870,Prof,B,Male,141136
8871,AssocProf,B,Male,100000
8872,Prof,B,Male,150000
8873,Prof,B,Male,101000
8874,Prof,B,Male,134000
8875,AssocProf,B,Female,103750
8876,Prof,B,Male,107500
8877,AssocProf,B,Male,106300
8878,Prof,B,Male,153750
8879,Prof,B,Male,180000
8880,Prof,B,Male,133700
8881,Prof,B,Male,122100
8882,AssocProf,B,Male,86250
8883,AssocProf,B,Male,90000
8884,AssocProf,B,Male,113600
8885,AsstProf,B,Male,92700
8886,AsstProf,B,Male,92000
8887,Prof,B,Male,189409
8888,Prof,B,Male,114500
8889,AsstProf,B,Male,92700
8890,Prof,B,Male,119700
8891,Prof,B,Male,160400
8892,Prof,B,Male,152500
8893,Prof,B,Male,165000
8894,Prof,B,Male,96545
8895,Prof,B,Male,162200
8896,Prof,B,Male,120000
8897,AsstProf,B,Male,91300
8898,Prof,B,Male,163200
8899,AsstProf,B,Male,91000
8900,Prof,B,Male,111350
8901,Prof,B,Male,128400
8902,Prof,B,Male,126200
8903,AssocProf,B,Male,118700
8904,Prof,B,Male,145350
8905,Prof,B,Male,146000
8906,AssocProf,B,Male,105350
8907,AssocProf,B,Female,109650
8908,Prof,B,Male,119500
8909,Prof,B,Male,170000
8910,Prof,B,Male,145200
8911,AssocProf,B,Male,107150
8912,Prof,B,Male,129600
8913,Prof,A,Male,87800
8914,Prof,A,Male,122400
8915,AsstProf,A,Male,63900
8916,AssocProf,A,Male,70000
8917,Prof,A,Male,88175
8918,Prof,A,Male,133900
8919,Prof,A,Female,91000
8920,AssocProf,A,Female,73300
8921,Prof,A,Male,148750
8922,Prof,A,Female,117555
8923,AsstProf,A,Male,69700
8924,Prof,A,Male,81700
8925,Prof,A,Male,114000
8926,AsstProf,A,Female,63100
8927,Prof,A,Male,77202
8928,Prof,A,Male,96200
8929,AsstProf,A,Male,69200
8930,Prof,A,Male,122875
8931,Prof,A,Male,102600
8932,Prof,A,Male,108200
8933,Prof,A,Male,84273
8934,Prof,A,Female,90450
8935,Prof,A,Male,91100
8936,Prof,A,Male,101100
8937,Prof,A,Male,128800
8938,Prof,A,Male,204000
8939,Prof,A,Male,109000
8940,Prof,A,Male,102000
8941,Prof,A,Male,132000
8942,AsstProf,A,Female,77500
8943,Prof,A,Female,116450
8944,AssocProf,A,Male,83000
8945,Prof,A,Male,140300
8946,AssocProf,A,Male,74000
8947,AsstProf,A,Male,73800
8948,Prof,A,Male,92550
8949,AssocProf,A,Male,88600
8950,Prof,A,Male,107550
8951,Prof,A,Male,121200
8952,Prof,A,Male,126000
8953,Prof,A,Male,99000
8954,Prof,A,Male,134800
8955,Prof,A,Male,143940
8956,Prof,A,Male,104350
8957,Prof,A,Male,89650
8958,Prof,A,Male,103700
8959,Prof,A,Male,143250
8960,Prof,A,Male,194800
8961,AsstProf,A,Male,73000
8962,AsstProf,A,Male,74000
8963,AsstProf,A,Female,78500
8964,Prof,A,Male,93000
8965,Prof,A,Male,107200
8966,Prof,A,Male,163200
8967,Prof,A,Male,107100
8968,Prof,A,Male,100600
8969,Prof,A,Male,136500
8970,Prof,A,Male,103600
8971,Prof,A,Male,57800
8972,Prof,A,Male,155865
8973,AssocProf,A,Male,88650
8974,AssocProf,A,Male,81800
8975,Prof,A,Male,115800
8976,AsstProf,A,Male,85000
8977,Prof,A,Male,150500
8978,AsstProf,A,Male,74000
8979,Prof,A,Male,174500
8980,Prof,A,Male,168500
8981,Prof,A,Male,183800
8982,AssocProf,A,Male,104800
8983,Prof,A,Male,107300
8984,Prof,A,Male,97150
8985,Prof,A,Male,126300
8986,Prof,A,Male,148800
8987,Prof,A,Male,72300
8988,AssocProf,A,Male,70700
8989,Prof,A,Male,88600
8990,Prof,A,Male,127100
8991,Prof,A,Male,170500
8992,Prof,A,Male,105260
8993,Prof,A,Male,144050
8994,Prof,A,Male,111350
8995,AsstProf,A,Male,74500
8996,Prof,A,Male,122500
8997,AsstProf,A,Male,74000
8998,Prof,A,Male,166800
8999,Prof,A,Male,92050
9000,Prof,A,Male,108100
9001,Prof,A,Male,94350
9002,Prof,A,Male,100351
9003,Prof,A,Male,146800
9004,AsstProf,B,Male,84716
9005,AssocProf,B,Female,71065
9006,Prof,B,Male,67559
9007,Prof,B,Male,134550
9008,Prof,B,Male,135027
9009,Prof,B,Male,104428
9010,AssocProf,B,Male,95642
9011,AssocProf,B,Male,126431
9012,Prof,B,Female,161101
9013,Prof,B,Male,162221
9014,AsstProf,B,Male,84500
9015,Prof,B,Male,124714
9016,Prof,B,Male,151650
9017,AssocProf,B,Male,99247
9018,Prof,B,Male,134778
9019,Prof,B,Male,192253
9020,Prof,B,Male,116518
9021,Prof,B,Female,105450
9022,Prof,B,Male,145098
9023,AssocProf,B,Female,104542
9024,Prof,B,Male,151445
9025,Prof,B,Male,98053
9026,Prof,B,Male,145000
9027,Prof,B,Male,128464
9028,Prof,B,Male,137317
9029,Prof,B,Male,106231
9030,Prof,B,Female,124312
9031,Prof,B,Male,114596
9032,Prof,B,Male,162150
9033,Prof,B,Male,150376
9034,Prof,B,Male,107986
9035,Prof,B,Male,142023
9036,Prof,B,Male,128250
9037,AsstProf,B,Male,80139
9038,Prof,B,Male,144309
9039,Prof,B,Male,186960
9040,Prof,B,Male,93519
9041,Prof,B,Male,142500
9042,Prof,B,Male,138000
9043,AsstProf,B,Male,83600
9044,Prof,B,Male,145028
9045,Prof,A,Male,88709
9046,Prof,A,Male,107309
9047,Prof,A,Female,109954
9048,AsstProf,A,Male,78785
9049,Prof,A,Male,121946
9050,Prof,A,Female,109646
9051,Prof,A,Male,138771
9052,AssocProf,A,Male,81285
9053,Prof,A,Male,205500
9054,Prof,A,Male,101036
9055,Prof,A,Male,115435
9056,AssocProf,A,Male,108413
9057,Prof,A,Male,131950
9058,Prof,A,Male,134690
9059,AssocProf,A,Male,78182
9060,Prof,A,Male,110515
9061,Prof,A,Male,109707
9062,Prof,A,Male,136660
9063,Prof,A,Male,103275
9064,Prof,A,Male,103649
9065,AsstProf,A,Male,74856
9066,AsstProf,A,Male,77081
9067,Prof,A,Male,150680
9068,AssocProf,A,Male,104121
9069,AsstProf,A,Male,75996
9070,Prof,A,Male,172505
9071,AssocProf,A,Male,86895
9072,Prof,A,Male,105000
9073,Prof,A,Male,125192
9074,Prof,A,Male,114330
9075,Prof,A,Male,139219
9076,Prof,A,Male,109305
9077,Prof,A,Male,119450
9078,Prof,A,Male,186023
9079,Prof,A,Male,166605
9080,Prof,A,Male,151292
9081,Prof,A,Male,103106
9082,Prof,A,Male,150564
9083,Prof,A,Male,101738
9084,Prof,A,Male,95329
9085,AsstProf,A,Male,81035
9086,Prof,A,Male,102000
9087,Prof,A,Male,132000
9088,AsstProf,A,Female,77500
9089,Prof,A,Female,116450
9090,AssocProf,A,Male,83000
9091,Prof,A,Male,140300
9092,AssocProf,A,Male,74000
9093,AsstProf,A,Male,73800
9094,Prof,A,Male,92550
9095,AssocProf,A,Male,88600
9096,Prof,A,Male,107550
9097,Prof,A,Male,121200
9098,Prof,A,Male,126000
9099,Prof,A,Male,99000
9100,Prof,A,Male,134800
9101,Prof,A,Male,143940
9102,Prof,A,Male,104350
9103,Prof,A,Male,89650
9104,Prof,A,Male,103700
9105,Prof,A,Male,143250
9106,Prof,A,Male,194800
9107,AsstProf,A,Male,73000
9108,AsstProf,A,Male,74000
9109,AsstProf,A,Female,78500
9110,Prof,A,Male,93000
9111,Prof,A,Male,107200
9112,Prof,A,Male,163200
9113,Prof,A,Male,107100
9114,Prof,A,Male,100600
9115,Prof,A,Male,136500
9116,Prof,A,Male,103600
9117,Prof,A,Male,57800
9118,Prof,A,Male,155865
9119,AssocProf,A,Male,88650
9120,AssocProf,A,Male,81800
9121,Prof,A,Male,115800
9122,AsstProf,A,Male,85000
9123,Prof,A,Male,150500
9124,AsstProf,A,Male,74000
9125,Prof,A,Male,174500
9126,Prof,A,Male,168500
9127,Prof,A,Male,183800
9128,AssocProf,A,Male,104800
9129,Prof,A,Male,107300
9130,Prof,A,Male,97150
9131,Prof,A,Male,126300
9132,Prof,A,Male,148800
9133,Prof,A,Male,72300
9134,AssocProf,A,Male,70700
9135,Prof,A,Male,88600
9136,Prof,A,Male,127100
9137,Prof,A,Male,170500
9138,Prof,A,Male,105260
9139,Prof,A,Male,144050
9140,Prof,A,Male,111350
9141,AsstProf,A,Male,74500
9142,Prof,A,Male,122500
9143,AsstProf,A,Male,74000
9144,Prof,A,Male,166800
9145,Prof,A,Male,92050
9146,Prof,A,Male,108100
9147,Prof,A,Male,94350
9148,Prof,A,Male,100351
9149,Prof,A,Male,146800
9150,AsstProf,B,Male,84716
9151,AssocProf,B,Female,71065
9152,Prof,B,Male,67559
9153,Prof,B,Male,134550
9154,Prof,B,Male,135027
9155,Prof,B,Male,104428
9156,AssocProf,B,Male,95642
9157,AssocProf,B,Male,126431
9158,Prof,B,Female,161101
9159,Prof,B,Male,162221
9160,AsstProf,B,Male,84500
9161,Prof,B,Male,124714
9162,Prof,B,Male,151650
9163,AssocProf,B,Male,99247
9164,Prof,B,Male,134778
9165,Prof,B,Male,192253
9166,Prof,B,Male,116518
9167,Prof,B,Female,105450
9168,Prof,B,Male,145098
9169,AssocProf,B,Female,104542
9170,Prof,B,Male,151445
9171,Prof,B,Male,98053
9172,Prof,B,Male,145000
9173,Prof,B,Male,128464
9174,Prof,B,Male,137317
9175,Prof,B,Male,106231
9176,Prof,B,Female,124312
9177,Prof,B,Male,114596
9178,Prof,B,Male,162150
9179,Prof,B,Male,150376
9180,Prof,B,Male,107986
9181,Prof,B,Male,142023
9182,Prof,B,Male,128250
9183,AsstProf,B,Male,80139
9184,Prof,B,Male,144309
9185,Prof,B,Male,186960
9186,Prof,B,Male,93519
9187,Prof,B,Male,142500
9188,Prof,B,Male,138000
9189,AsstProf,B,Male,83600
9190,Prof,B,Male,145028
9191,Prof,A,Male,88709
9192,Prof,A,Male,107309
9193,Prof,A,Female,109954
9194,AsstProf,A,Male,78785
9195,Prof,A,Male,121946
9196,Prof,A,Female,109646
9197,Prof,A,Male,138771
9198,AssocProf,A,Male,81285
9199,Prof,A,Male,205500
9200,Prof,A,Male,101036
9201,Prof,A,Male,115435
9202,AssocProf,A,Male,108413
9203,Prof,A,Male,131950
9204,Prof,A,Male,134690
9205,AssocProf,A,Male,78182
9206,Prof,A,Male,110515
9207,Prof,A,Male,109707
9208,Prof,A,Male,136660
9209,Prof,A,Male,103275
9210,Prof,A,Male,103649
9211,AsstProf,A,Male,74856
9212,AsstProf,A,Male,77081
9213,Prof,A,Male,150680
9214,AssocProf,A,Male,104121
9215,AsstProf,A,Male,75996
9216,Prof,A,Male,172505
9217,AssocProf,A,Male,86895
9218,Prof,A,Male,105000
9219,Prof,A,Male,125192
9220,Prof,A,Male,114330
9221,Prof,A,Male,139219
9222,Prof,A,Male,109305
9223,Prof,A,Male,119450
9224,Prof,A,Male,186023
9225,Prof,A,Male,166605
9226,Prof,A,Male,151292
9227,Prof,A,Male,103106
9228,Prof,A,Male,150564
9229,Prof,A,Male,101738
9230,Prof,A,Male,95329
9231,AsstProf,A,Male,81035
9232,Prof,B,Male,139750
9233,Prof,B,Male,173200
9234,AsstProf,B,Male,79750
9235,Prof,B,Male,115000
9236,Prof,B,Male,141500
9237,AssocProf,B,Male,97000
9238,Prof,B,Male,175000
9239,Prof,B,Male,147765
9240,Prof,B,Male,119250
9241,Prof,B,Female,129000
9242,AssocProf,B,Male,119800
9243,AsstProf,B,Male,79800
9244,AsstProf,B,Male,77700
9245,AsstProf,B,Male,78000
9246,Prof,B,Male,104800
9247,Prof,B,Male,117150
9248,Prof,B,Male,101000
9249,Prof,A,Male,103450
9250,Prof,A,Male,124750
9251,Prof,A,Female,137000
9252,Prof,A,Male,89565
9253,Prof,A,Male,102580
9254,Prof,A,Male,93904
9255,Prof,A,Male,113068
9256,AssocProf,A,Female,74830
9257,Prof,A,Male,106294
9258,Prof,A,Male,134885
9259,AsstProf,B,Male,82379
9260,AsstProf,B,Male,77000
9261,Prof,B,Male,118223
9262,Prof,B,Male,132261
9263,AsstProf,B,Male,79916
9264,Prof,B,Male,117256
9265,AsstProf,B,Male,80225
9266,AsstProf,B,Female,80225
9267,AsstProf,B,Female,77000
9268,Prof,B,Male,155750
9269,AsstProf,B,Male,86373
9270,Prof,B,Male,125196
9271,AssocProf,B,Male,100938
9272,Prof,B,Male,146500
9273,AssocProf,B,Male,93418
9274,Prof,B,Male,101299
9275,Prof,B,Male,231545
9276,Prof,B,Male,94384
9277,Prof,B,Male,114778
9278,Prof,B,Male,98193
9279,Prof,B,Female,151768
9280,Prof,B,Female,140096
9281,AsstProf,B,Male,70768
9282,Prof,B,Male,126621
9283,Prof,B,Male,108875
9284,AsstProf,B,Female,74692
9285,Prof,B,Male,106639
9286,AssocProf,B,Male,103760
9287,AssocProf,B,Male,83900
9288,Prof,B,Male,117704
9289,AssocProf,B,Male,90215
9290,AssocProf,B,Male,100135
9291,AsstProf,B,Male,75044
9292,AssocProf,B,Male,90304
9293,AsstProf,B,Male,75243
9294,Prof,B,Male,109785
9295,AssocProf,B,Female,103613
9296,AsstProf,B,Male,68404
9297,AssocProf,B,Male,100522
9298,Prof,B,Male,101000
9299,Prof,B,Male,99418
9300,Prof,B,Female,111512
9301,Prof,B,Male,91412
9302,Prof,B,Male,126320
9303,Prof,B,Male,146856
9304,Prof,B,Male,100131
9305,Prof,B,Male,92391
9306,Prof,B,Male,113398
9307,AsstProf,B,Male,73266
9308,Prof,B,Male,150480
9309,Prof,B,Male,193000
9310,AsstProf,B,Male,86100
9311,AsstProf,B,Male,84240
9312,Prof,B,Male,150743
9313,Prof,B,Male,135585
9314,Prof,B,Male,144640
9315,AsstProf,B,Male,88825
9316,Prof,B,Female,122960
9317,Prof,B,Male,132825
9318,Prof,B,Male,152708
9319,AsstProf,B,Male,88400
9320,Prof,B,Male,172272
9321,AssocProf,B,Male,107008
9322,AsstProf,B,Female,97032
9323,AssocProf,B,Male,105128
9324,AssocProf,B,Male,105631
9325,Prof,B,Male,166024
9326,Prof,B,Male,123683
9327,AsstProf,B,Male,84000
9328,AssocProf,B,Male,95611
9329,Prof,B,Male,129676
9330,Prof,B,Male,102235
9331,Prof,B,Male,106689
9332,Prof,B,Male,133217
9333,Prof,B,Male,126933
9334,Prof,B,Male,153303
9335,Prof,B,Female,127512
9336,AssocProf,A,Male,83850
9337,Prof,A,Male,113543
9338,AssocProf,A,Male,82099
9339,AssocProf,A,Male,82600
9340,AssocProf,A,Male,81500
9341,Prof,A,Male,131205
9342,Prof,A,Male,112429
9343,AssocProf,A,Male,82100
9344,AsstProf,A,Male,72500
9345,Prof,A,Male,104279
9346,Prof,A,Female,105000
9347,Prof,A,Male,120806
9348,Prof,A,Male,148500
9349,Prof,A,Male,117515
9350,AsstProf,A,Male,72500
9351,AsstProf,A,Female,73500
9352,Prof,A,Male,115313
9353,Prof,A,Male,124309
9354,Prof,A,Male,97262
9355,AssocProf,A,Female,62884
9356,Prof,A,Male,96614
9357,Prof,A,Male,78162
9358,Prof,A,Male,155500
9359,AsstProf,A,Female,72500
9360,Prof,A,Male,113278
9361,AsstProf,A,Male,73000
9362,AssocProf,A,Male,83001
9363,Prof,A,Male,76840
9364,AssocProf,A,Female,77500
9365,AsstProf,A,Female,72500
9366,Prof,A,Male,168635
9367,Prof,A,Male,136000
9368,Prof,A,Male,108262
9369,Prof,A,Male,105668
9370,AssocProf,A,Male,73877
9371,Prof,A,Male,152664
9372,AssocProf,A,Male,100102
9373,AssocProf,A,Male,81500
9374,Prof,A,Male,106608
9375,AsstProf,B,Male,89942
9376,Prof,B,Male,112696
9377,Prof,B,Male,119015
9378,AsstProf,B,Male,92000
9379,Prof,B,Male,156938
9380,Prof,B,Female,144651
9381,AsstProf,B,Male,95079
9382,Prof,B,Male,128148
9383,AsstProf,B,Male,92000
9384,Prof,B,Male,111168
9385,AssocProf,B,Female,103994
9386,AsstProf,B,Male,92000
9387,Prof,B,Male,118971
9388,AssocProf,B,Male,113341
9389,AsstProf,B,Male,88000
9390,AssocProf,B,Male,95408
9391,Prof,B,Male,137167
9392,AsstProf,B,Male,89516
9393,Prof,B,Male,176500
9394,AssocProf,B,Male,98510
9395,AsstProf,B,Male,89942
9396,AsstProf,B,Male,88795
9397,Prof,B,Male,105890
9398,Prof,B,Male,167284
9399,Prof,B,Male,130664
9400,AssocProf,B,Male,101210
9401,Prof,B,Male,181257
9402,AsstProf,B,Male,91227
9403,Prof,B,Male,151575
9404,Prof,B,Male,93164
9405,Prof,B,Male,134185
9406,AssocProf,B,Male,105000
9407,Prof,B,Male,111751
9408,AssocProf,B,Male,95436
9409,AssocProf,B,Male,100944
9410,Prof,B,Male,147349
9411,AsstProf,B,Female,92000
9412,Prof,B,Male,142467
9413,Prof,B,Male,141136
9414,AssocProf,B,Male,100000
9415,Prof,B,Male,150000
9416,Prof,B,Male,101000
9417,Prof,B,Male,134000
9418,AssocProf,B,Female,103750
9419,Prof,B,Male,107500
9420,AssocProf,B,Male,106300
9421,Prof,B,Male,153750
9422,Prof,B,Male,180000
9423,Prof,B,Male,133700
9424,Prof,B,Male,122100
9425,AssocProf,B,Male,86250
9426,AssocProf,B,Male,90000
9427,AssocProf,B,Male,113600
9428,AsstProf,B,Male,92700
9429,AsstProf,B,Male,92000
9430,Prof,B,Male,189409
9431,Prof,B,Male,114500
9432,AsstProf,B,Male,92700
9433,Prof,B,Male,119700
9434,Prof,B,Male,160400
9435,Prof,B,Male,152500
9436,Prof,B,Male,165000
9437,Prof,B,Male,96545
9438,Prof,B,Male,162200
9439,Prof,B,Male,120000
9440,AsstProf,B,Male,91300
9441,Prof,B,Male,163200
9442,AsstProf,B,Male,91000
9443,Prof,B,Male,111350
9444,Prof,B,Male,128400
9445,Prof,B,Male,126200
9446,AssocProf,B,Male,118700
9447,Prof,B,Male,145350
9448,Prof,B,Male,146000
9449,AssocProf,B,Male,105350
9450,AssocProf,B,Female,109650
9451,Prof,B,Male,119500
9452,Prof,B,Male,170000
9453,Prof,B,Male,145200
9454,AssocProf,B,Male,107150
9455,Prof,B,Male,129600
9456,Prof,A,Male,87800
9457,Prof,A,Male,122400
9458,AsstProf,A,Male,63900
9459,AssocProf,A,Male,70000
9460,Prof,A,Male,88175
9461,Prof,A,Male,133900
9462,Prof,A,Female,91000
9463,AssocProf,A,Female,73300
9464,Prof,A,Male,148750
9465,Prof,A,Female,117555
9466,AsstProf,A,Male,69700
9467,Prof,A,Male,81700
9468,Prof,A,Male,114000
9469,AsstProf,A,Female,63100
9470,Prof,A,Male,77202
9471,Prof,A,Male,96200
9472,AsstProf,A,Male,69200
9473,Prof,A,Male,122875
9474,Prof,A,Male,102600
9475,Prof,A,Male,108200
9476,Prof,A,Male,84273
9477,Prof,A,Female,90450
9478,Prof,A,Male,91100
9479,Prof,A,Male,101100
9480,Prof,A,Male,128800
9481,Prof,A,Male,204000
9482,Prof,A,Male,109000
9483,Prof,A,Male,102000
9484,Prof,A,Male,132000
9485,AsstProf,A,Female,77500
9486,Prof,A,Female,116450
9487,AssocProf,A,Male,83000
9488,Prof,A,Male,140300
9489,AssocProf,A,Male,74000
9490,AsstProf,A,Male,73800
9491,Prof,A,Male,92550
